,product_name,user_rating,product_review
3432,Colt 45 Strong Beer,1.5,first sips its bad. a few sips later its so bad its good. after a few more its so so-bad-its-good that it circles right back round to plain bad again.
3433,Indian Brown Ale,4.08,innovative hybrid style part robust porter part ipa all brown ale. deep chocolate brown with a frothy pale tan head of sticky foam. aroma is brown sugar and leather chocolate malted milk and whiff of phenolic esters. flavor is robust for a brown ale and firmly bittered but not ipa ibus full of dark and caramel grain character. medium plus body with great balance of sweet and herb bite though a little bit cloying as it warms. this reminds me of ubu ale and turbo dog but bigger and better - with a hint of kick ass brown hopiness. like most dfh beers unique off-style and memorable.
3434,Indian Brown Ale,4,first time i had ever seen this style...really good! no joke i could taste a stout an ipa (not a lot but some distinctive hops) and a good brown ale. mostly the first and last but it wasnt entirely one if the aforementioned styles. i really enjoyed it
3435,Ruination IPA,4.39,bottle to pint glass.. done with fruity little hazies? ready to get back to what made you dig ipas in the first place? here’s your golden ticket back to hop city. dank and stanky and crisp and lively! drink this!
3436,Ruination IPA,4.46,a little light on the look and feel but overall a very solid west coast double ipa. on the side of bitter and bright not buttery whatsoever not floral not caramel not citrus just straight up west coast imperial ipa crisp and dry. dank.
3437,Ruination IPA,4.38,l - bright golden with great clarity and a white head that dissipates somewhat quickly leaving behind a thin cap and some lacing s - bright floral hops faint bubblegum citrus. smells somewhat faint t - bright resinous piney hops up front and throughout intermixed well with floral notes citrus some biscuit and hints of bubblegum f - medium bodied with moderate carbonation. crisp and refreshing o - beautifully simple. the og west coast dipa
3438,Ruination IPA,5,the classic recipe delivers the double ipa that solidified my love of the double ipa. overall a perfect representation of the style. everything you want for the style including a rich amber color hop forward flavor perfect malt backbone and a bitter finish to deliver an amazing beer. stone got it right with this recipe and i am glad they brought it back to celebrate.
3439,Ruination IPA,4.47,one of my old favorites in early 2010s.  a- pours a golden copper color. leans on the transparent side but this allows the incredible bubbles rising to be seen clearer. thick fluffy head that sticks around. gorgeous  s- bitter oily pine floral undertones.  t- lots and lots of pine honey delightfully bitter. resin some grassy character in the finish.  m-full bodied with a bitter aftertaste.  o- a phenomenal old school ipa that spits in the face of current trends. love it
3440,Ruination IPA,4.5,look - aggressive pour with nice foamy white head color is clear and copper good lacing throughout. smell - grapefruit floral taste - sweet malt caramel citrus pith tangerine spice dank hops resin. big medium body with bitter carbonation that simmers to a soft dry finish on the top of the tongue. overall very enjoyable a few 4 packs upon release but im more a fresh jai alai or tropicalia kinda guy.
3441,Ruination IPA,4.32,from a 12oz can dated packaged 12/27/22 best by 4/26/23 into a pint glass.  pours a translucent golden orange with about one finger of white head. excellent retention and lacing.  smells pretty much exclusively of pine. some light notes of dirt and grass.  taste follows. pine. pine. pine. bitter pine.  sticky mouthfeel with a strong long lasting bitter aftertaste. medium carbonation.  this beer is as advertised and it\s wonderful. never had the og so the wonderfulness of this beer is as-is no comparisons necessary.
3442,Big Black Voodoo Daddy,4.66,wow.  absolutely one of the most insane heads ive seen on a really cold stout. the head of three fingers just sat there. bubbly beautiful light brown. the beer a much darker brown but not too dark.  not much on the nose.  delicious. smooth creamy a lot of good flavors nothing overpowering.  great beer.
3443,Big Black Voodoo Daddy,4.13,12 fl oz can served in a pokal glass  this beer pours black and is topped with a minimal tan head.  i smell coffee anise chocolate and vanilla.  the taste starts sweet with cocoa and vanilla. i get some anise in the middle with black coffee. it finishes sweet again with the initial flavors.  full bodied with a smooth mouthfeel  solid beer. i cant believe it took me so long to try it.
3444,Big Black Voodoo Daddy,4.17,a very good ris!!! poured from a 12oz. can into a snifter this beer featured a dense brown color and a surprisingly big frothy light tan/cream color head. head retention was excellent for this strong a beer. minimal lacing on the glass. aroma and taste feature a rich slightly sweet maltiness with lots of coffee and some chocolate in the flavor. mouthfeel was rich and smooth with a little alcohol warming but no harshness.this is one of the better ris style beers i have had!!
3445,Big Black Voodoo Daddy,4.18,april 2023.athens.
3446,Big Black Voodoo Daddy,4.24,on tap at the beer station in sc.  this near black stout has a very full body. lots of chocolate in the nose and lingering chocolate notes in the aftertaste. rich flavor.
3447,Big Black Voodoo Daddy,4.01,12oz can from tavour. near black pour barely there beige head. subtle aroma roast malts light chocolate. taste brings subtle sweetness dark chocolate cocoa. creamy feel smooth. not a lot of the abv is apparent. basic impy stout executed perfectly.
3448,Big Black Voodoo Daddy,4.21,12 ounce can dating is smudged so i cant tell when this was canned. served in a snifter the beer pours dark brown/black with about an inch or so tan head that stayed around a while. theres also a lot of lacing. aroma is nice the brew smells like dark chocolate roasted malt coffee and molasses. taste is pretty much just like the aroma but theres also some dark fruit licorice and burnt/charred malt flavors noticeable too. mouthfeel/body is medium/full its coating and has a moderate amount of carbonation. i thought this was an enjoyable enough imperial stout i liked it!
3449,Big Black Voodoo Daddy,4.81,4 pack purchased from wegmans on 9/12/22. poured from a 12 oz can into a stemless goblet.  l- pitch black.  s- deep roasted aroma molasses.  t- smooth rich almost coffee like flavor.  f- silky smooth rich almost toffee like flavor.  o- a fantastic and approachable russian imperial stout!
3450,Big Black Voodoo Daddy,4.17,pours a glossy black with ample mocha foam that leaves lacing on the glass. the taste is heavy on the malts with a sweet molasses taste and an undertone of coffee and light bourbon barrel oak. it is less heavy on char and more heavy on cola sweetness and that kind of chocolate flavor that the malt imparts. however some roasted malts poke through on the aftertaste and strangely makes my throat tingle. the feel is medium and carbonation is fine.
3451,Insanity,4.3,12 oz bottle brewed on: 11/11/16 best before: 11/11/21 date consumed: 04 feb 2023 glass: snifter abv: 11.1%   look: opaque chestnut brown crowned with a half-finger tan head. the head settles to a ring of tan lace.  aroma: rich and sweet maltiness. caramel. toffee. brown sugar. stone fruits especially cherry. noticeable notes of oak and bourbon whiskey (vanilla the aforementioned cherry and brown sugar some coconut wood touch of baking spice).  taste: all of the notes from the aroma are here. the caramel toffee and brown sugar and cherry (dark/black cherry) are more prominent in the taste than in the aroma. as is the coconut though not as much. the alcohol can be noticed and provides nice mild but warming burn (which isnt surprising). the sip finishes warm and semi-dry.  feel: creamy and a tad sticky. there is a nice warmth from the alcohol. the body is medium.  overall: a complex and enjoyable barleywine of the english persuasion. this beer is drinking nicely at 6.25 years old (and 1.25 years past its best by date) and makes quite the nice winter time sipper.
3452,Insanity,3.5,big carb for a barleywine poured it and retaining some head 12/30/14 12/30/19 date code on label poured seemed eh a little thin but let’s get into this. appreciated inside a rona 360 ml celebration wine glass  nose is bad mildewy leather cardboard taste is better pruney raisin thinner than id like leathery old flavor marginal barrel i guess this fucker is pretty old and perhaps past it’s prime assuming it’s a 2014 release? so 8 years old in that case let’s try to be nice. prune raisin thin body decent sugars pretty nice so it’s not bad but it’s not that good. i think you’ll need to take into account the extended age of this one. assuming the body hasn’t changed since inception id appreciate a slightly thicker feel but can’t complain too much there is a noticeable viscosity. 3.9/10
3453,Insanity,4.24,caramel color with a 1f head. the look is the only weaker aspect of the beer. strong oak in the aroma very smooth mf especially for the style and very smooth. the taste mirrors the aroma with some added fruit. an excellent barleywine. more balanced than bigfoot and other beers in the style.
3454,Insanity,4.17,pours a nearly clear dark chestnut color with a small head and light lacing.  smells of bourbon oak and dark fruit.  tastes of sweet malt raisins caramel and vanilla with a warm boozy finish.  medium heavy body with very light carbonation. lush syrupy mouthfeel.  this is one of the sweetest barleywines i have ever tasted.
3455,Insanity,4.44,pours the most gorgeous brown color you’ve ever seen a little hazy with a light tan head that sticks around a bit. absolutely beautiful beer. the nose is rich with caramel and toffee notes and there’s a nice oaky aroma from the barrel - and of course the stone fruit.  the stone fruit is the key to this and the base beer (blithering idiot). i am literally salivating.  the caramel and toffee flavors are forward on the taste as they should be and there’s a delicious oaky flavor from the barrel which also provides a bit of alcohol heat which fits this big beer (13.3% abv) perfectly but it’s that stone fruit that reels me in - the dark cherry flavor is the perfect complement to the aforementioned components. i could drink gallons of this.  the mouthfeel is substantial and a bit creamy. i loved the base beer and i love this variant a smidge more.
3456,Insanity,4.35,very oaky barrel. good carbonation. balanced between american and english style to my palate.
3457,Insanity,4.41,aggressive pour yields more head (with more staying power) than anticipated. a pretty solid ring of lace forms as it slowly recedes. body is a murky doo doo water brown. the label says that this was aged in oak barrels but it\s pretty clear from the smell wafting into my nostrils that those barrels once contained whisky. and so too does this beer. lots of it. not picking up the usual barrel char notes that these bourbon barrel aged beers often lend; this is just neat straight-up whisky. the base beer offers up some caramel notes and bitter hops and i\m getting rather excited that this is a proper barleywine and not just a triple ipa. *sips* oh it is! malty sweet caramel up front with drying whisky to balance things on the back end. very very nice. soft sugar daddy caramel lingers on the palette. pretty well full-bodied with proper chew. mild bittering. i really like this one. it\s a little cold (left it in the fridge overnight) but i\m going to sip slowly and let it warm to see if it opens up any hidden complexities. something tells me it will.
3458,Insanity,4.38,poured a 12 ounce bottle of undetermined date (wtf weyerbacher?) into a lost abbey long stemmed tulip. thick off white head over a clear brownish ruby color. smell was muted at cellar temperature but eventually warmed up and reflected malty dark fruit notes and brown sugar. taste reflected the smell but more immediate and intense. mouthfeel was deceivingly light for an ale of this heft.  for some reason (again wtf weyerbacher with no data on the bottle) i was expecting this to be an american style barleywine not having access to ba at the bottle shop (or being too lazy to look it up) so only bought a single. its still not nearly as complex as jw lees harvest ale or thomas hardy but perhaps aging can help that. maybe not but this is too good not to experiment with.
3459,Insanity,4.85,excellent beer. if you are a fan of bourbon you will enjoy the added whiskey dimension. smooth little sweet but excellent.
3460,Porter,4.5,a dry crisp and hoppy rendition of the style. the aroma is very complex with roasted coffee dark crusty bread and burnt sugar notes being complimented with a substantial herbal and spicy hop character. the taste has more of the same with a spicy bittersweet chocolate finish. a very unique drinking experience by todays standards with the style moving away from bitter flavors and more into sweet flavors in most examples. too bad this one is not widely available these days this is classic west-coast beer at its best.
3461,Porter,3.68,draught pint at the brass tap here in baltimore
3462,Porter,3.83,oxblood with a thin ribbon of off white foam; cocoa powder brown bread and salted peanuts on the nose; salted caramel brown toast hazelnuts chicory coffee kola nut + slight licorice light twiggy hopping to end; light clean salty tightening bitterness.  3.75 3.75 3.75 4 4  dec 30 ‘20 bottling date - 6 months old. much more like an english brown porter (aside from the bitterness) than most american porters. roasty notes are low in favor of nutty bready malts. there’s also a thread of that chico yeastiness throughout. what saves it is the body: light and fizzy enough to be sessionable but with a creaminess that makes it satisfying.  a solid beer but get edmund fitzgerald for that classic american porter profile.  lighter fizzier sweeter nuttier more balanced less hoppy cleaner and more sessionable than sierra nevada stout.
3463,Porter,3.89,12 oz. bottle dated 6/18/20  clear translucent brown ale with two fingers fine tan head. full head and lacing. roast malt gingerbread earthy yeast aromas explode out of the bottle. nutty sweet roast malt light hop kick light char coffee flavors deepening as the glass warms. a yeast flavor that i seem to experience in a number of sierra nevada beers. light hop bitterness medium feel lasting carbonation substantial depth of flavors in a 5 % abv ale. very pleasant.
3464,Porter,3.71,nice roasty malt up front with some sweet earthiness mixed in. it has a light mouthfeel with lots of carbonation and a mild bitter end. the finish drops off quickly - too quickly actually. it really is a nice porter but overall its too light could be so much more.
3465,Porter,3.47,pours a dark coffee brown ruby hues and a creamy tan head. aromas are fairly muted a roasted malt profile is there but i can’t really pick anything definitive. flavors include roasty malt notes of coffee raw cocoa and earthy nuttiness. trademark sn floral hop bite makes a subtle appearance on the back end. mild carbonation. lingering bitterness on the palate.  it’s good for sure not extraordinary or anything. as with any beer freshness is everything. i would love to get some of this closer to the source to see the contrast in the flavors.
3466,Porter,4,pours dark with a coffee note to it. little head with a little light that gets through. chocolate coffee flavors upfront sweet finish.
3467,Porter,3.21,had this one in a blind taste test recently with 3 other porters and it just did not stack up. the look was different the carbonation was different the taste was bland in comparison. not as good as i remembered.
3468,Porter,4.1,look: dark brown almost black on the pour and deep ruby-red when held to light with a frothy light tan head that settles slowly leaving good lacing aroma: roasted barley chocolate notes toasted nuts warm brown bread and some earthiness taste: roast is the highlighted theme here. tons of roasted barley nuttiness and even a light roasted coffee bean note hit hard up front and as those begin to subside chocolate joins the mix. more roast goodness and earthy notes take hold and lead to the finish mouthfeel: full bodied smooth medium-high carbonation and smooth but slightly sharp on the finish from either the earthy hops or strong roast notes overall: this is tasty stuff. i hadn’t had this beer in almost two years as only one spot close to me has it in so when i saw bottles dated 10/9/20 i had to revisit and glad i did. a very well-made american porter with deep and rich malt flavors and enough earthy hops to keep it balanced. throw in the very full body on this as well and you have yourself a winner. a classic and delicious to boot
3469,Kloster Kreuzberg Dunkel,5,it has been 29 years since i had the last taste of this beer but i remember it like it was yesterday. when i first tasted it i thought at the time it was the best beer i had ever had up to that point and after all these year it is still the best beer i have ever had. while i was stationed in germany i spent many many marks on this beer best money i ever spent!!! been around the globe and have drank countless different beers from many different countries and i have not found a beer that i enjoy more that this one. the color of this beer is warm and relaxing the feel of the beer is smooth and silky not watery or thick the smell is somewhat sweet caramelly and the taste is a little sweet although not sugary sweet mellow leaving a very pleasant aftertaste that slowly fades away.
3470,Kloster Kreuzberg Dunkel,4.95,the absolute best beer i ever had the opportunity to have. my portfolio of beers have 687 different beers of all styles. i wish i could get this in the states.
3471,Kloster Kreuzberg Dunkel,4.42,16.60 euros for the one liter growler and one liter of beer at the kloster. reviewed 10/23/18. capped bottle marked “mindestens haltbar bis 24.04.19” on the front label. pre-filled and stored in a reefer at the kloster. stored on my window sill at 51 degrees and consumed at the same temperature from a hand washed and dried glass coffee mug. appearance – 4. body – medium amber clear. head – large (maximum 4.5 cm aggressive center pour) off-white creamy good retention diminishing to a three mm ring and complete layer. lacing – very good – multiple partial rings of tiny bubbles some connected by columns and some having stalactites. first pour – medium amber hazy. aroma – 4.5 - caramel malt. flavor – 4.5 - less caramel and more malt than the nose. slightly sweet. no hops no alcohol (4.9 % abv) no diacetyl no dimethylsulfide. palate – 4 – less than medium creamy soft carbonation. impression and interpretation – 4.5 – an excellent dunkel possibly the best i’ve ever had! i’d had it vom fass while visiting and attempted to buy one of the fascinating 1 liter growlers as a souvenir – imagine my joy when i found it came filled with beer!
3472,Kloster Kreuzberg Dunkel,4.66,i drank it on a trip to the monastery when staitioned in fulda for the 4/11th acr it was one of the best drunkel beirs ive ever drank love it...
3473,Kloster Kreuzberg Dunkel,4.85,my very favorite bier! i\ve only drunk this brew at the monastery. the bier itself is worth a trip. i was stationed about an hour away from there when i was with the 11th cavalry and i have had many day-trips there for great times with friends and for the chance to taste the best (imho) products of german brewmasters.
3474,Kloster Kreuzberg Dunkel,5,
3475,Kloster Kreuzberg Dunkel,4.38,visiting my son and daughter-in-law in germany. we took a day trip to the kreuzberg monastery for lunch and beer. bought a very cool growler to bring home (filled with beer of course). the monastery sits on top of a mountain and has beautiful views.  one of the smoothest drinkable beers in germany. great aftertaste.
3476,Double Galaxy,4.5,always love when i get a chance to drink some hill farmstead and as usual it did not disappoint. soft with great aroma and flavour from the hops that was easy drinking and went down way too fast.
3477,Double Galaxy,4.15,can from jeff thanks for the hookup! hazy bright lemon orange color with a thin white head that slowly dissipates. tropical orange and bits of pine and grass. sweet bready backbone. pretty nice beer.
3478,Double Galaxy,4.3,16oz can dated 9/8/22.  pours clear gold with a chill haze and a half-inch head. retention and lacing is moderate. grape and peach in the nose. aromatics are unexpectedly subdued. medium bodied with a crisp almost tacky mouthfeel. white grape dank resin and faint garlic on the palate. finishes with a firm bitterness light malt and lingering dank grape must.
3479,Double Galaxy,4.65,on tap at armsby abby.  l -- golden orange with the usual hf fluffy sticky white head s -- what a lovely showcase of galaxy. not too sweaty/oniony just tons of tropical fruit creamy citrus flesh and sweet floral. doesnt pop out of the glass like trilliums galaxy-forward offerings t -- while the pineapple and orange sherbert notes of galaxy are definitely there theres also a decent amount of this interesting nelson-like white grape character and also a hint of mosaic-lile cattiness. oat forward malt bill makes for a neutral sweetness f -- i love the hill farmstead mineralic mouthfeel both tannic and soft. fluffy o -- favorite of the single hopped hill farmstead dipas  93/100
3480,Double Galaxy,4.37,canned on: ?????  a - dark golden orange color with moderately dense bright white lacing thats very creamy looking.  s - dank passion fruit peach and citru with dank spicy citrus rind on the nose.  t - dank citrus and peach take center stage on this one followed with pineapple spicy citrus rind and some peppery notes.  m - big medium body with a soft smooth texture  o - as expected this is a pretty fantastic d-ipa. not a 100 (imo) but its up there!
3481,Double Galaxy,4.62,this is very close to a perfect ipa in my mind. great representation of galaxy hops. nice white head. sticks around. smells like candied pineapple and bubble gum. taste has the pineapple on the front but a nice bitter backbone. body isn’t too thick which makes it remarkably drinkable
3482,Double Galaxy,4.06,can into glass canned 8 days prior to review. medium thick frothy white head that quickly thins out. vivid cloudy medium orange color with much intricate lacing to start off with. the aroma has a candied malt guava pineapple a little mixed sweet spice underneath. flavors of candied tangerine peel guava passion fruit with a bit of help from some medium toast malt in the background to fill out the body and some of the flavors. there is a bright effervescence to it as well. the finish is largely a mixed citrus peel glow then a moderate bite.
3483,Hercules Double IPA,4.17,clear golden hued body; dense slow rising carbonation; thick white head long lasting semi-creamy texture. initial scent of floral and tropical fruit notes; mild spicy zestiness; very faint earthy maltiness. very mild cereal grain flavor carrying a zesty spicy hop flavor; white pepper sage and turmeric; moderate bitterness; very quiet alcohol presence. medium-heavy mouthfeel; smooth and lightly velvety; bold alcohol warmth presence; semi-dry at the finish.  i know ive had this beer before likely before my beeradvocate days. regardless this is my first rating and review of this beer. it is a solid easy drinking imperial india pale ale. simple yet alluring.  pouring temperature: 46 °f; canning info: 5/11/23 source: local purchase
3484,Hercules Double IPA,4.15,12 ounce bottle into a great divide snifter. clear liquid gold and a nice fluffy foam from an aggressive pour. smells like colorado.. the dank pine jumps right out there’s a sweetness on the nose from the malt. tastes big. a punch in the mouth of well balanced maltiness and stanky piney hops. resiny. crisp finish featuring a bitter hop note. high medium to low heavy mouthfeel medium carbonation. overall i’d drink these every gah dam day if they were sold in florida..
3485,Hercules Double IPA,4.5,looks almost crystal clear. def not hazy. def my style.  smells like pot. i cant smoke it but i sure like the smell and beer taste of it.  tastes super dank. super weedy. sweet and caramely with a sticky sticky resinous piney darkness. old school as fuck and super big on malt and hops.  feel is oily and gelatinous. finishes very crisp though. intriguing beer.  overall - ive definitely had this before but i always seems to ignore great divide for whatever reason. i think im primarily annoyed by their yeti series and how they absolutely try to milk the fuck out off it but thats another topic. regardless its been a long time since ive bought a gd beer (probably close to ten years) but this beer is a super nice reminder of where beer was at 10-15 years ago. very dfh 90 minute-esque as well. an ipa not ashamed to be malty and unpalatable to virginia beer enthusiasts.
3486,Hercules Double IPA,3.94,pine pine pine bitter bitter bitter bready bready  very old school not hoppy
3487,Hercules Double IPA,4,citrus hints and malt dominates this dipa and the hops come in the form of deep woods/ pine forest. other more non-description tropical fruits appear as this warms. you’ll hear others say this really comes to life as it warms. i agree. tasty stuff. big pine notes with plenty of sweet nutty/ tea-like malts without the sweetness being a turnoff. like many also note the hops don’t dominate here.
3488,Hercules Double IPA,3.32,the can i have isnt expired but not the freshest but this is so malty im wondering if they some how canned a brown ale. if this how this normally is then its honestly awful to me. zero hops just malt like this is so disappointing ill have to try again to see.   seeing as how i have the lowest review on here i looked at others and theyre all as flabbergasted as i am. i really hope we all got bad bottles or cans and it will be better next time.   update after trying again i more or less confirmed what i thought while also liking this more. still not for me but for those more into malty ipas.
3489,Hercules Double IPA,3.61,rerate 355 ml bottle courtesy of cardinal pub & bar stavanger. abv is 9.1%. 85 ibu. orange to amber colour slightly hazy. moderate but lasting off-white head with an orangey hue. pleasant aroma of fruity american hops. the flavour is an aggressive hoppy explosion from start to finish on a malty sweet (too sweet?) background. very bitter aftertaste. not for the faint of heart - but i might get used to this ... i’m upping it a point. original rating: bottle at the rover göteborg. amber colour hazy. sweet and alcoholic aroma and flavour but also plenty of hops as expected from a double ipa. a bit overdone on both sweetness and hops in my book but still a good beer.
3490,Night Owl Pumpkin Ale,4.15,reminds me of a lower abv version of their “the great pumpkin”. i wish there was more than the token amount of head. there is no lacing. beautiful clear copper color though. pumpkin pie on nose and flavor. medium body. fine to very fine carbonation in the mouth. nice.
3491,Night Owl Pumpkin Ale,4,this beer has been on the list since i started getting into pumpkin ale more last year. i believe pumpkin and malt and hops go together. great flavor great pumpkin overall very good. i just wish they would have toned down the spices. it took me a bit to figure out if it was too much hops or too much spice. perhaps this needs to sit for a month because it is super fresh. and the spice may mellow out a bit. this is still great work. cheers!
3492,Night Owl Pumpkin Ale,3.81,night owl… which is funny because who thinks of an owl during the day? ain’t no one going “hoo hoo” when you are off to get wings at b dubs. it’s like calling a beer “night prostitute.” like boomin’ betsy does not work the day shift.  anyway the beer is pretty good.  see ya.
3493,Night Owl Pumpkin Ale,3.42,bought the elysian pumpkin pack to bring on the holiday spirit early you can taste all the spices in this with a slight after taste of the pumpkin. nice seasonal variety right here
3494,Night Owl Pumpkin Ale,4.25,cinnamon vanilla clove/ginger slight pie crust on smell and taste is ginger/spices with slight bitterness from the pumpkin and hops. some caramelized sweetness reminiscent of a brown ale. easy to get pumpkin beer i get every year around here in oregon.
3495,Night Owl Pumpkin Ale,3.71,clear copper big dense off-white head so-so retention streaky lace. lots of spice on the nose underneath a bit of caramel. spice is a bit more subdued on the palate still the main focus some caramel malt just a bit of roast pumpkin. medium-heavy bodied appropriate carbonation. tastes like a pumpkin beer. they pulled it off a bit better than others do but still too spice focused for me.
3496,Night Owl Pumpkin Ale,5,this beer tastes like the water from a touch tank at the aquarium 10/10 love it
3497,Night Owl Pumpkin Ale,3.93,poured from a can into a pint glass. pours reddish orange with a fluffy white head. smells of pumpkin pie inviting. tastes of pumpkin pie and cinnamon. beer is light bodied and easy drinking good carbonation. overall a very good beer.
3498,Yellow Bus,4.53,appearance: pours a somewhat hazy golden color with a one finger head that fades to a collar; squiggles of lacing  smell: barnyard funk and tart peach with a floral peach blossom element; very oaky  taste: vinous peach with barnyard funk and a floral aspect; oaky and tart through the middle with a dry somewhat sour finish  mouthfeel: medium body with moderate to high carbonation; puckery  overall: a delightful sour with all the elements in perfect harmony
3499,The Sixth Glass Quadrupel Ale,3.78,this is a nice enough american take on a belgian quad but fails to bring the depth and profundity of the great classics of the style. all the basics are there but you’re left wanting a little more richness of flavor more lingering booziness in the finish fullness and creaminess rounding out the carbonation. solid but a little unremarkable and a quad should if nothing else be remarkable. big boulevard booster here but this isn’t the one in their portfolio i’d return to very often.
3500,The Sixth Glass Quadrupel Ale,3.77,poured from a brown 12 oz. bottle. has a dark brown color with a 1/2 inch head. smell is of cherries raisins. taste is cherries malts and alcohol. feels medium/full bodied in the mouth and overall this is a solid beer.
3501,The Sixth Glass Quadrupel Ale,4.14,appearance: pours a slightly clear (40% clarity) medium to dusky bronze color with a massive tan head that overfills the glass. (4.25)  aroma: strong aromas of rich bread orange citrus belgian spices of some cloves and floral notes. then smooth caramel off the back end. (4.00)  flavor: strong and rich flavors upfront of rich bready malts with some belgian cloves and floral components. rich. then it follows with some orange citrus sweetness and yeasty notes off the end to dry it off a bit. (4.25)  feel: heavier-bodied stronger carbonation though. yeasty bready soft smooth and somewhat dry from the yeast. (4.25)  overall: a really nice and drinkable belgian quad here. rich bready with authentic belgian spices. some orange citrus sweetness but ultimately a very bready and yeasty body that dries the body and it drinks deceptively clean for 10.2%. spot on belgian flavors and a great quad here. (rating: 4.19)
3502,The Sixth Glass Quadrupel Ale,3.88,tried it in the past and thought i really liked it then. went back to it this weekend and it seemed to have a grapefruit tang or some other strong citrus flavor to it which i didn’t really enjoy.
3503,The Sixth Glass Quadrupel Ale,4.01,12oz bottle best by march 27th 2024  on an average pour a massive 4 finger off white to tan head formed. dissipated to 3 fingers after a couple minutes. streams of fine carbonation come out of a very hazy dark amber body. after trying to get the rest into my glass the 4 fingers of head immediately came back. sticky but sparse lacing forms.  aroma is slightly boozy with a nice belgian yeast character that brings some sweet spicy and lightly fruity notes. a caramel sweetness and light nuttiness is present from the dark malts. comes off as a big beer but not a 10%+ beer.  the taste is very close to the smell with some added hop bitterness. less fruity esters but the spicy belgian character mixes with an alcohol flavor making this pretty intense on the spectrum of non barrel aged beers. despite the initial intensity once the bitterness and alcohol dies down after a few seconds a malty smooth nuttiness and caramel sweetness round everything out.  the feel full bodied with a definite maltiness but this beer is highly attenuated and not as thick as doppelbocks. the alcohol isnt felt at first but as you drink more a slight warming sensation begins within the body. long but smooth finish. a very nice armchair/celebration beer.  overall this was a pretty nice beer. also a very good candidate for cellaring. i held onto this beer for roughly 5 months but it was in the fridge. maybe it improved? im not sure.
3504,The Sixth Glass Quadrupel Ale,3.94,a deep red amber body and a long lasting light tan head. tons of aromas- raisins  dark fruit plus cherries. tastes of dark fruit and malt. the mouthfeel was somewhat off putting to me ... i was wanting more body as the feel was on the thin side and carbonation was a bit high.
3505,The Sixth Glass Quadrupel Ale,4.84,if there ever was a perfect looking brew this is it. pours an opaque mahogany with a light sand colored head that stands tall and proud. frothy foam lace just hangs on the sides of the glass forever. smell and taste of dates raisins in malt. sweet top front with a ever so slight bitter note on the aftertaste. how can one not feel good with this quad. 10.2% abv and lots of carbonation. had to round ups to a 5 overall because this is one of my favorite beers. this is the craft beer that started me down the road to find a more percent craft brew.
3506,Citrus Squall,3.9,pours a medium-dark yellow color with a minimal head that disappears quickly. aroma of grapefuit but the taste is very strong grapefuit. slightly salty and no hoppy bitterness. a good summer brew.
3507,Citrus Squall,4,bought a 6-pack cans $11.99 foodland 4 months before jan 2024 stamp on can smell of passionfruit grapefruit citrus hazy golden-orange color medium-heavy mouthfeel taste of grapefruit passion fruit some tartness oranges on the aftertaste alcohol hidden really well overall a refreshing hot weather beer if you like grapefruit as it is strongly present.
3508,Citrus Squall,4.32,incredibly refreshing smells and looks awesome. taste wise it has an upfront hit of grapefruit and hoppiness but it isnt bitter at all. the 8% abv is super well disguised and you can easily tear through multiple cans of this on a warm summer night or day.  overall its a very good beer and one of the best ive had.
3509,Citrus Squall,4.59,this brew boasts a hazy yellow appearance and a lasting white head. the nose is fascinatingly complex; there is an agreeable bitterness to it. the beer is medium-full bodied. it tastes earthy and vegetal in a good way. the high abv isnt apparent in the palate or nose. this is an enormously interesting -- and successful -- experiment. its weird in the best possible way. ill have it again -- soon!
3510,Citrus Squall,4.07,12 ounce can poured real cold into a can glass. stubborn foam barely stayed for a photo op. smells of grapefruit. lime. taste stymied me a little. thought dfh was gonna try to make me like a kinda sour ale. wrong! there’s the grapefruit thing right up front hop yada yada then ‘bing!’ there’s tequilla in there. i know i know it’s ‘blue agave’. but my brain told me something else. it’s not a sour folks it’s a summer quencher. and it does just that. mouth is light and lively. medium carbonation. overall a surprise hit that i wish was just a bit prettier.. nice!
3511,Citrus Squall,4.16,dogfish head craft brewery citrus squall 12 fl. oz. can coded: jan 2024 d 194 3 1405 11. sampled on aug 13 2023. $2.33 @ wegmans king of prussia pa  notes via stream of consciousness: i\ve just sampled the hazy squall so i\m wondering what this is. the label says that it\s a double golden ale with grapefruit juice lime peel and blue agave nectar. ok then. it\s poured a hazy golden body beneath a finger\s width of white foam. the aroma expresses grapefruit and light malt. on to the flavor then it\s surprisingly sweet. it tastes like a grapefruit candy. i didn\t get any of the lime peel in the nose but i get some of it here. i get a little bit of alcohol but not much. the malt is sweet and lightly grainy bready and oat-like. i like it and it works well to support the fruitiness that\s there. grapefruit is generally a bitter fruit but i\m not finding that here. there\s some coming out in the finish but i would think it would be more bitter overall. that\s ok i like it. it\s a one-trick pony but it\s a good trick. i generally think of fruity beers like this as multiple serving beers but not this one. it\s 8% abv to start and although it\s sweet i think that after two or three that bitterness from the grapefruit will start to build. i also think that you\ll just be bored with it by then regardless of how good it is to start with. on the negative side the head did not hold up well and thus it left next to nothing in terms of lacing. i really like this but it is a kind of a one and done beer although at 8% that\s not necessarily a bad thing i think it\s nicely balanced and rounded and quite enjoyable. if you love grapefruit you\ve gotta get citrus squall. review #8714
